id,sd,note,group_name,year,trait,subcategory,mr,author,build,category,consortium,pmid,nsnp,population,sex,ontology,unit,priority,sample_size,ncase,ncontrol
ukb-b-14674,,41202#N926: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,"Diagnoses - main ICD10: N92.6 Irregular menstruation, unspecified",,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,1279.0,461731.0
met-c-896,,LDL.D,public,2016.0,Mean diameter for LDL particles,Lipid,1,Kettunen,HG19/GRCh37,Metabolites,,27005778.0,11820640,European,Males and Females,,SD,1,19273.0,,
ukb-b-12165,,5984: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,"ECG, load",,1,Ben Elsworth,HG19/GRCh37,Continuous,MRC-IEU,,9851867,European,Males and Females,,SD,1,68240.0,,
ubm-a-316,,,public,2018.0,IDP dMRI TBSS MO Superior corona radiata R,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
prot-a-1778,,,public,2018.0,Low-density lipoprotein receptor-related protein 1B,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
met-b-136,0.8912512896,Female twins,public,2015.0,MDC:%X-Presenting,Immune cell subset frequency,1,Roederer,HG19/GRCh37,Immune system,,25772697.0,1624898,European,Females,,%,1,497.0,,
ubm-a-1232,,,public,2018.0,NET100 0076,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ubm-a-1307,,,public,2018.0,NET100 0151,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ubm-a-3091,,,public,2018.0,a2009s rh G parietal sup thickness,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8411.0,,
ubm-a-2304,,,public,2018.0,NET100 1148,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ubm-a-814,,,public,2018.0,IDP dMRI ProbtrackX ICVF str r,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
ukb-a-61,,,public,2017.0,Non-cancer illness code  self-reported: hypertension,,1,Neale,HG19/GRCh37,,Neale Lab,,10894596,European,Males and Females,,SD,1,337159.0,87690.0,249469.0
ubm-a-1093,,,public,2018.0,NET25 0147,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-2074,,,public,2018.0,Nuclear pore complex-interacting protein family member B3,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-16077,,104310: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Sprouts intake,,1,Ben Elsworth,HG19/GRCh37,Categorical Ordered,MRC-IEU,,9851867,European,Males and Females,,SD,1,64949.0,,
ubm-a-1635,,,public,2018.0,NET100 0479,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ubm-a-264,,,public,2018.0,IDP dMRI TBSS MD Retrolenticular part of internal capsule R,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
met-a-369,0.2736832011,,public,2014.0,Taurodeoxycholate,Lipid,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2545263,European,Males and Females,,log10 units,1,1564.0,,
ubm-a-2229,,,public,2018.0,NET100 1073,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
met-a-666,0.2475481574,,public,2014.0,X-12847,Unknown metabolite,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2545514,European,Males and Females,,log10 units,1,4036.0,,
ukb-b-12944,,41202#N840: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Diagnoses - main ICD10: N84.0 Polyp of corpus uteri,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,5419.0,457591.0
ubm-a-906,,,public,2018.0,NODEamps100 0015,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-3273,,,public,2018.0,Zinc finger protein 415,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-395,,,public,2018.0,IDP dMRI TBSS L2 Corticospinal tract L,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
ukb-b-7700,,41202#M171: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Diagnoses - main ICD10: M17.1 Other primary gonarthrosis,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,3540.0,459470.0
ubm-a-160,,,public,2018.0,IDP T1 FAST ROIs V cerebellum IX,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8427.0,,
ubm-a-920,,,public,2018.0,NODEamps100 0029,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ubm-a-1973,,,public,2018.0,NET100 0817,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-835,,,public,2018.0,DnaJ homolog subfamily A member 4,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-69,,,public,2018.0,Aldo-keto reductase family 1 member C1,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-17579,,6158#2: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Why reduced smoking: Doctor's advice,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,14951.0,2122.0,12829.0
ubm-a-190,,,public,2018.0,IDP tfMRI median zstat faces-shapes,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7612.0,,
prot-a-1918,,,public,2018.0,72 kDa type IV collagenase,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-2544,,,public,2018.0,NET100 1388,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-b-10215,,47: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Hand grip strength (right),,1,Ben Elsworth,HG19/GRCh37,Continuous,MRC-IEU,,9851867,European,Males and Females,,SD,1,461089.0,,
ukb-d-H7_MACULADEGEN,,,public,2018.0,Degeneration of macula and posterior pole,,1,Neale lab,HG19/GRCh37,Binary,,,9317136,European,Males and Females,,,0,361194.0,1013.0,360181.0
ubm-a-2644,,,public,2018.0,IDP T1 FIRST left putamen volume plus IDP T1 FIRST right putamen volume,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8428.0,,
prot-a-1066,,,public,2018.0,F-box/LRR-repeat protein 4,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-17032,,20003#1140863152: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Treatment/medication code: diazepam,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,462933.0,1270.0,461663.0
ukb-b-4058,,104000: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Baked bean intake,,1,Ben Elsworth,HG19/GRCh37,Categorical Ordered,MRC-IEU,,9851867,European,Males and Females,,SD,1,64949.0,,
ukb-d-20530,,,public,2018.0,Witnessed sudden violent death,,1,Neale lab,HG19/GRCh37,Binary,,,13571654,European,Males and Females,,,0,117862.0,15959.0,101903.0
ubm-a-2889,,,public,2018.0,a2009s rh G temporal inf area,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8411.0,,
ubm-a-1287,,,public,2018.0,NET100 0131,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ubm-a-2120,,,public,2018.0,NET100 0964,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ubm-a-592,,,public,2018.0,IDP dMRI TBSS ISOVF Superior cerebellar peduncle R,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
ukb-b-2183,,101510: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Number of oatcakes with  butter/margarine,,1,Ben Elsworth,HG19/GRCh37,Categorical Ordered,MRC-IEU,,9851867,European,Males and Females,,SD,1,64949.0,,
ieu-a-25,,forward strand,public,2015.0,Type 2 diabetes,Diabetes,1,Gaulton,HG19/GRCh37,Disease,DIAGRAM,26551672.0,45944,Mixed,Males and Females,,log odds,4,84780.0,27206.0,57574.0
met-a-475,0.1998085931,,public,2014.0,Indolepropionate,Amino acid,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2545646,European,Males and Females,,log10 units,1,7803.0,,
prot-a-2984,,,public,2018.0,"Thymidine kinase, cytosolic",Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-2680,,,public,2018.0,Semaphorin-7A,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-2582,,,public,2018.0,NET100 1426,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ubm-a-2767,,,public,2018.0,a2009s lh G oc-temp lat-fusifor area,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8411.0,,
prot-a-1595,,,public,2018.0,Intersectin-1,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-2787,,,public,2018.0,Synaptosomal-associated protein 29,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-1680,,,public,2018.0,Kremen protein 1,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ebi-a-GCST006943,,,public,2018.0,Feeling miserable,,1,Nagel M,HG19/GRCh37,,,29500382.0,10824771,European,,,,0,376097.0,,
ubm-a-2656,,,public,2018.0,volume Left-Lateral-Ventricle,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8411.0,,
prot-a-262,,,public,2018.0,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-7212,,23116: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Leg fat mass (left),,1,Ben Elsworth,HG19/GRCh37,Continuous,MRC-IEU,,9851867,European,Males and Females,,SD,1,454823.0,,
ukb-d-22601_41233254,,,public,2018.0,"Job coding: counter clerk, bank clerk, cashier, post office clerk",,1,Neale lab,HG19/GRCh37,Binary,,,11178159,European,Males and Females,,,0,89866.0,3051.0,86815.0
prot-a-1404,,,public,2018.0,Inducible T-cell costimulator,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-2283,,,public,2018.0,Group 10 secretory phospholipase A2,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-d-K61,,,public,2018.0,Diagnoses - main ICD10: K61 Abscess of anal and rectal regions,,1,Neale lab,HG19/GRCh37,Binary,,,9446877,European,Males and Females,,,0,361194.0,1053.0,360141.0
ubm-a-2396,,,public,2018.0,NET100 1240,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ubm-a-1454,,,public,2018.0,NET100 0298,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-2564,,,public,2018.0,RING finger protein 148,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-12831,,20003#1140876076: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Treatment/medication code: flixonase 50micrograms aqueous nasal spray,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,462933.0,1846.0,461087.0
ubm-a-1848,,,public,2018.0,NET100 0692,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-b-4257,,20002#99999: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,"Non-cancer illness code, self-reported: unclassifiable",,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,462933.0,18841.0,444092.0
ukb-d-30790_irnt,,,public,2018.0,Lipoprotein A,,1,Neale lab,HG19/GRCh37,Metabolites,,,13583854,European,Males and Females,,,0,,,
ukb-d-C3_DIGESTIVE_ORGANS,,,public,2018.0,Malignant neoplasm of digestive organs,,1,Neale lab,HG19/GRCh37,Binary,,,12268164,European,Males and Females,,,0,361194.0,5690.0,355504.0
ubm-a-793,,,public,2018.0,IDP dMRI ProbtrackX ICVF atr r,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
prot-a-2055,,,public,2018.0,"NACHT, LRR and PYD domains-containing protein 10",Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-2306,,,public,2018.0,NET100 1150,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-1630,,,public,2018.0,UPF0577 protein KIAA1324,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
met-b-212,0.4761547795,Female twins,public,2015.0,CD4mem:%cFTH (2),Immune cell subset frequency,1,Roederer,HG19/GRCh37,Immune system,,25772697.0,1624585,European,Females,,%,1,497.0,,
ukb-b-5389,,20002#1311: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,"Non-cancer illness code, self-reported: spine arthritis/spondylitis",,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,462933.0,4033.0,458900.0
prot-a-1488,,,public,2018.0,Interleukin-17 receptor C,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-13160,,1797: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Father still alive,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,450333.0,103919.0,346414.0
prot-a-2205,,,public,2018.0,Protocadherin beta-4,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-2716,,,public,2018.0,DKTatlas lh caudalmiddlefrontal area,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8411.0,,
prot-a-65,,,public,2018.0,Endothelial monocyte-activating polypeptide 2,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-1765,,41210#L871: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Operative procedures - secondary OPCS: L87.1 Stripping of long saphenous vein,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,3649.0,459361.0
ukb-a-532,,,public,2017.0,Diagnoses - main ICD10: I20 Angina pectoris,,1,Neale,HG19/GRCh37,,Neale Lab,,10894596,European,Males and Females,,SD,1,337199.0,4837.0,332362.0
ubm-a-562,,,public,2018.0,IDP dMRI TBSS OD Sagittal stratum R,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
met-a-731,0.2559037428,,public,2014.0,X-14658,Unknown metabolite,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2546626,European,Males and Females,,log10 units,1,3533.0,,
prot-a-950,,,public,2018.0,Ectonucleoside triphosphate diphosphohydrolase 1,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-d-M13_MENISCUSDERANGEMENTS,,,public,2018.0,Meniscus derangement,,1,Neale lab,HG19/GRCh37,Binary,,,13405758,European,Males and Females,,,0,361194.0,10831.0,350363.0
prot-a-3075,,,public,2018.0,DNA topoisomerase 2-binding protein 1,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-1407,,,public,2018.0,NET100 0251,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ubm-a-2329,,,public,2018.0,NET100 1173,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-d-22615_1,,,public,2018.0,Workplace had a lot of diesel exhaust: Sometimes,,1,Neale lab,HG19/GRCh37,Binary,,,13566610,European,Males and Females,,,0,89310.0,13038.0,76272.0
prot-a-2313,,,public,2018.0,Phosphomevalonate kinase,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-d-22617_9149,,,public,2018.0,Job SOC coding: Other goods handling and storage occupations n.e.c.,,1,Neale lab,HG19/GRCh37,Binary,,,9702344,European,Males and Females,,,0,91149.0,1279.0,89870.0
ukb-b-6811,,1060: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Time spent outdoors in winter,,1,Ben Elsworth,HG19/GRCh37,Categorical Ordered,MRC-IEU,,9851867,European,Males and Females,,SD,1,364465.0,,
ukb-b-14086,,41202#N938: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Diagnoses - main ICD10: N93.8 Other specified abnormal uterine and vaginal bleeding,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,1392.0,461618.0
prot-a-1186,,,public,2018.0,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase, isoform C",Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-2992,,,public,2018.0,Transmembrane and coiled-coil domain-containing protein 5A,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-1943,,,public,2018.0,"39S ribosomal protein L34, mitochondrial",Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-1749,,,public,2018.0,NET100 0593,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-d-22613_1,,,public,2018.0,"Worked with paints, thinners or glues: Sometimes",,1,Neale lab,HG19/GRCh37,Binary,,,13566572,European,Males and Females,,,0,89003.0,14095.0,74908.0
ukb-b-3957,,1200: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Sleeplessness / insomnia,,1,Ben Elsworth,HG19/GRCh37,Categorical Ordered,MRC-IEU,,9851867,European,Males and Females,,SD,1,462341.0,,
ukb-b-17738,,6151#7: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Fractured bone site(s): Other bones,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,460340.0,24060.0,436280.0
ubm-a-292,,,public,2018.0,IDP dMRI TBSS MO Middle cerebellar peduncle,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
prot-a-768,,,public,2018.0,Serine/threonine-protein kinase DCLK3,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-b-35,,,public,2018.0,pappalysin 1,Protein,1,Folkersen L,HG19/GRCh37,Immune system,,28369058.0,5270646,European,Males and Females,,,0,3394.0,,
ubm-a-1508,,,public,2018.0,NET100 0352,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-d-20431,,,public,2018.0,Ever addicted to a behaviour or miscellanous,,1,Neale lab,HG19/GRCh37,Binary,,,10101427,European,Males and Females,,,0,6934.0,1625.0,5309.0
prot-a-2338,,,public,2018.0,Phosphopantothenoylcysteine decarboxylase,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
met-a-364,0.06196510295,,public,2014.0,Phosphate,Energy,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2545586,European,Males and Females,,log10 units,1,7789.0,,
ubm-a-2185,,,public,2018.0,NET100 1029,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ubm-a-405,,,public,2018.0,IDP dMRI TBSS L2 Anterior limb of internal capsule L,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
prot-a-2064,,,public,2018.0,Noggin,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-2114,,,public,2018.0,NET100 0958,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-b-4078,,100420: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Green tea intake,,1,Ben Elsworth,HG19/GRCh37,Categorical Ordered,MRC-IEU,,9851867,European,Males and Females,,SD,1,64949.0,,
ubm-a-369,,,public,2018.0,IDP dMRI TBSS L1 Posterior thalamic radiation L,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
ukb-b-8080,,6153#4: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Hormone replacement therapy",,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,249710.0,18641.0,231069.0
prot-a-1337,,,public,2018.0,Hypoxia-inducible factor 1-alpha,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-d-22617_1112,,,public,2018.0,Job SOC coding: Directors and chief executives of major organisations,,1,Neale lab,HG19/GRCh37,Binary,,,11022242,European,Males and Females,,,0,91149.0,2789.0,88360.0
prot-a-1617,,,public,2018.0,Calsenilin,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-d-22617_2131,,,public,2018.0,Job SOC coding: IT strategy and planning professionals,,1,Neale lab,HG19/GRCh37,Binary,,,10330771,European,Males and Females,,,0,91149.0,1863.0,89286.0
prot-a-1029,,,public,2018.0,Protein FAM171B,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-b-59,,,public,2018.0,galanin and GMAP prepropeptide,Protein,1,Folkersen L,HG19/GRCh37,Immune system,,28369058.0,5270646,European,Males and Females,,,0,3394.0,,
ieu-a-1012,,,public,2014.0,Plasma cortisol,Hormone,1,Bolton JL,HG19/GRCh37,Risk factor,CORNET,25010111.0,2660192,European,Males and Females,,SD,1,12597.0,,
ubm-a-1726,,,public,2018.0,NET100 0570,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ieu-a-1056,,92% European,public,2013.0,Heart rate,Hemodynamic,1,den Hoed M,HG19/GRCh37,Risk factor,HRgene consortium,23583979.0,2516790,Mixed,Males and Females,,beats per minute,1,92355.0,,
ukb-b-7280,,20002#1113: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,"Non-cancer illness code, self-reported: emphysema/chronic bronchitis",,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,462933.0,6417.0,456516.0
ukb-d-R59,,,public,2018.0,Diagnoses - main ICD10: R59 Enlarged lymph nodes,,1,Neale lab,HG19/GRCh37,Binary,,,9342835,European,Males and Females,,,0,361194.0,1011.0,360183.0
prot-a-157,,,public,2018.0,Rho guanine nucleotide exchange factor 25,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-2239,,,public,2018.0,Pyridoxal kinase,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-346,,,public,2018.0,IDP dMRI TBSS L1 Corticospinal tract R,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
ukb-b-9019,,41204#Z530: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Diagnoses - secondary ICD10: Z53.0 Procedure not carried out because of contraindication,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,4779.0,458231.0
prot-a-145,,,public,2018.0,Arfaptin-1,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-792,,,public,2018.0,IDP dMRI ProbtrackX ICVF atr l,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
prot-a-1413,,,public,2018.0,Immediate early response 3-interacting protein 1,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-12396,,41246#1220: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Treatment speciality of consultant (recoded): Clinical haematology,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,444211.0,3484.0,440727.0
ukb-b-15892,,4194: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Pulse rate,,1,Ben Elsworth,HG19/GRCh37,Continuous,MRC-IEU,,9851867,European,Males and Females,,SD,1,151546.0,,
